[9, 10, 9, 22, 12, 1, 3]
[3, 13, 6, 24, 5, 1, 0]
[9, 8, 11, 24, 11, 0, 3]
[8, 11, 10, 25, 11, 3, 2]
[7, 9, 8, 24, 9, 0, 0]
[7, 9, 8, 24, 9, 0, 0]
[8, 13, 9, 24, 10, 4, 1]
[9, 9, 9, 23, 11, 0, 3]
[9, 7, 10, 21, 9, 0, 3]
[6, 12, 10, 23, 10, 3, 3]
[6, 12, 10, 23, 10, 3, 3]
[8, 12, 9, 26, 9, 4, 1]
[9, 11, 11, 22, 10, 1, 1]
[8, 11, 10, 25, 10, 3, 2]
[8, 7, 10, 22, 11, 0, 4]
[5, 13, 6, 26, 4, 2, 0]
[5, 13, 6, 26, 4, 2, 0]
[8, 7, 11, 21, 11, 0, 3]
[6, 10, 9, 25, 9, 2, 2]
[7, 8, 11, 20, 9, 0, 5]
[9, 10, 11, 23, 10, 2, 4]
[9, 10, 11, 23, 10, 2, 4]
[6, 11, 6, 24, 7, 3, 0]
[8, 8, 11, 21, 11, 0, 2]
[3, 11, 6, 25, 7, 2, 0]
[3, 11, 6, 25, 7, 2, 0]
[8, 7, 11, 20, 10, 0, 2]
[3, 10, 5, 25, 6, 3, 0]
[8, 10, 10, 23, 11, 0, 3]
[5, 10, 7, 24, 7, 2, 0]
[8, 8, 10, 19, 10, 0, 2]
[8, 8, 10, 19, 10, 0, 2]
[4, 10, 7, 24, 6, 2, 0]
[7, 12, 10, 23, 10, 2, 1]
[8, 10, 11, 22, 12, 1, 4]
[8, 11, 10, 24, 9, 2, 2]
[8, 11, 10, 24, 9, 2, 2]
[8, 9, 11, 21, 11, 2, 4]
[6, 10, 10, 24, 10, 3, 1]
[8, 8, 11, 21, 10, 0, 3]
[5, 10, 7, 25, 7, 2, 0]
[5, 10, 7, 25, 7, 2, 0]
[8, 6, 13, 20, 11, 0, 3]
[8, 10, 12, 25, 11, 1, 2]
[3, 11, 8, 22, 8, 2, 0]
[7, 10, 12, 23, 11, 0, 4]
[7, 10, 12, 23, 11, 0, 4]
[3, 13, 6, 24, 7, 4, 0]
[8, 6, 10, 20, 11, 0, 2]
[5, 9, 6, 23, 6, 2, 0]
[8, 13, 10, 25, 9, 4, 1]
[8, 13, 10, 25, 9, 4, 1]
[8, 10, 10, 23, 9, 0, 1]
[5, 11, 7, 24, 6, 2, 0]
[8, 7, 10, 20, 10, 0, 4]
[5, 10, 7, 25, 8, 1, 0]
[5, 10, 7, 25, 8, 1, 0]
[8, 11, 11, 21, 10, 0, 2]
[9, 9, 10, 23, 10, 0, 3]
[3, 11, 5, 26, 5, 3, 0]
[8, 8, 11, 20, 10, 0, 4]
[8, 8, 11, 20, 10, 0, 4]
[4, 12, 6, 24, 8, 3, 0]
[8, 8, 10, 20, 10, 0, 3]
[5, 12, 7, 25, 5, 2, 0]
[8, 10, 11, 24, 11, 2, 4]
[8, 10, 11, 24, 11, 2, 4]
[3, 11, 7, 24, 5, 3, 0]
[6, 12, 9, 24, 10, 4, 3]
[9, 6, 9, 20, 12, 0, 3]
[6, 12, 8, 25, 10, 4, 2]
[6, 12, 8, 25, 10, 4, 2]
[9, 9, 11, 21, 11, 0, 4]
[4, 10, 7, 25, 6, 3, 0]
[9, 9, 11, 23, 11, 2, 4]
[5, 10, 9, 24, 10, 2, 0]
[5, 10, 9, 24, 10, 2, 0]
[8, 10, 10, 21, 11, 0, 3]
[6, 11, 11, 24, 10, 2, 4]
[7, 13, 9, 24, 8, 2, 1]
[8, 5, 13, 20, 11, 0, 5]
[8, 5, 13, 20, 11, 0, 5]
[2, 10, 7, 24, 7, 2, 0]
[9, 7, 10, 19, 10, 0, 3]
[3, 12, 6, 24, 6, 2, 1]
[9, 7, 11, 19, 10, 0, 4]
[9, 7, 11, 19, 10, 0, 4]
[4, 13, 7, 25, 6, 3, 0]
[8, 8, 10, 24, 10, 0, 2]
[6, 12, 4, 24, 6, 1, 0]
[8, 12, 8, 24, 8, 5, 2]
[8, 12, 8, 24, 8, 5, 2]
[8, 8, 11, 21, 11, 0, 3]
[2, 10, 6, 25, 7, 2, 0]
[9, 10, 11, 22, 10, 1, 4]
[6, 11, 6, 24, 7, 1, 1]
[6, 11, 6, 24, 7, 1, 1]
[8, 9, 11, 19, 10, 0, 4]
[6, 10, 5, 23, 7, 0, 4]
[8, 11, 10, 25, 12, 4, 2]
[8, 7, 11, 18, 11, 0, 4]
[8, 7, 11, 18, 11, 0, 4]
[6, 12, 10, 25, 10, 4, 2]
[8, 7, 12, 20, 11, 0, 5]
[6, 11, 8, 24, 7, 2, 0]
[8, 8, 10, 20, 10, 0, 3]
[8, 8, 10, 20, 10, 0, 3]
[6, 11, 9, 23, 11, 2, 0]
[5, 9, 10, 22, 7, 1, 1]
[8, 8, 9, 22, 11, 0, 0]
[6, 12, 8, 24, 9, 2, 0]
[6, 12, 8, 24, 9, 2, 0]
[7, 10, 10, 24, 10, 2, 3]
[9, 7, 10, 19, 11, 0, 5]
[4, 12, 6, 24, 5, 3, 0]
[8, 8, 10, 21, 10, 0, 4]
[8, 8, 10, 21, 10, 0, 4]
[6, 11, 9, 23, 8, 2, 1]
[6, 11, 9, 23, 8, 2, 1]
[7, 10, 11, 21, 12, 0, 4]
[6, 9, 6, 23, 6, 2, 0]
[8, 8, 11, 22, 9, 1, 0]
[6, 11, 7, 23, 6, 2, 0]
[6, 11, 7, 23, 6, 2, 0]
[8, 8, 11, 20, 10, 0, 3]
[4, 12, 7, 23, 6, 2, 0]
[9, 7, 12, 20, 11, 0, 3]
[7, 10, 10, 22, 10, 2, 2]
[7, 10, 10, 22, 10, 2, 2]
[5, 13, 5, 25, 7, 2, 0]
[7, 6, 11, 19, 11, 0, 3]
[7, 6, 11, 19, 11, 0, 3]
[7, 12, 11, 25, 12, 4, 3]
[7, 12, 11, 25, 12, 4, 3]
[10, 6, 11, 20, 10, 0, 4]
[7, 12, 6, 25, 7, 4, 0]
[9, 7, 10, 22, 10, 0, 3]
[9, 7, 10, 22, 10, 0, 3]
[7, 11, 12, 26, 12, 2, 3]
[5, 12, 6, 24, 7, 4, 0]
[9, 7, 11, 19, 10, 0, 2]
[5, 12, 8, 23, 9, 3, 1]
[9, 9, 11, 23, 11, 1, 2]
[9, 9, 11, 23, 11, 1, 2]
[5, 10, 6, 24, 9, 3, 0]
[6, 10, 9, 23, 9, 2, 3]
[8, 6, 9, 20, 10, 0, 3]
[6, 11, 6, 23, 7, 2, 0]
[6, 11, 6, 23, 7, 2, 0]
[9, 7, 11, 21, 10, 0, 4]
[5, 10, 9, 23, 9, 1, 3]
[6, 10, 9, 21, 7, 0, 1]
[8, 8, 12, 23, 12, 0, 3]
[8, 8, 12, 23, 12, 0, 3]
[5, 11, 6, 25, 6, 3, 0]
[9, 7, 11, 22, 11, 1, 3]
[5, 11, 8, 25, 8, 4, 1]
[9, 8, 10, 21, 11, 0, 2]
[9, 8, 10, 21, 11, 0, 2]
[2, 10, 6, 25, 5, 4, 0]
[9, 10, 9, 20, 9, 0, 3]
[9, 8, 11, 24, 12, 0, 4]
[9, 8, 11, 24, 12, 0, 4]
[5, 11, 7, 24, 7, 0, 0]
[9, 8, 10, 20, 11, 0, 3]
[4, 11, 6, 24, 7, 2, 0]
[7, 11, 10, 25, 11, 3, 2]
[7, 8, 11, 22, 10, 1, 3]
[7, 8, 11, 22, 10, 1, 3]
[6, 11, 8, 24, 9, 3, 0]
[9, 11, 11, 23, 10, 1, 4]
[9, 6, 13, 21, 11, 0, 4]
[4, 10, 9, 25, 10, 2, 0]
[4, 10, 9, 25, 10, 2, 0]
[8, 9, 13, 21, 10, 0, 3]
[5, 11, 6, 25, 7, 3, 0]
[5, 9, 10, 20, 10, 0, 2]
[8, 9, 10, 20, 12, 0, 4]
[8, 9, 10, 20, 12, 0, 4]
[4, 11, 9, 25, 8, 2, 0]
[8, 10, 10, 21, 10, 0, 1]
[4, 11, 5, 25, 9, 3, 0]
[8, 12, 10, 26, 10, 3, 4]
[8, 12, 10, 26, 10, 3, 4]
[8, 10, 10, 23, 12, 0, 3]
[7, 12, 7, 26, 7, 4, 1]
[7, 8, 12, 21, 10, 0, 4]
[5, 10, 8, 25, 8, 3, 1]
[5, 10, 8, 25, 8, 3, 1]
[7, 12, 9, 24, 8, 2, 0]
[7, 9, 9, 22, 10, 0, 3]
[4, 12, 7, 25, 7, 2, 1]
[9, 6, 12, 21, 13, 0, 4]
[9, 6, 12, 21, 13, 0, 4]
[7, 12, 7, 26, 9, 3, 1]
[7, 10, 12, 26, 11, 2, 5]
[9, 6, 11, 21, 12, 0, 4]
[4, 12, 6, 22, 5, 4, 0]
[4, 12, 6, 22, 5, 4, 0]
[8, 9, 11, 19, 10, 0, 4]
[8, 8, 12, 24, 11, 1, 3]
[7, 10, 9, 24, 10, 3, 1]
[7, 8, 12, 19, 11, 0, 4]
[7, 8, 12, 19, 11, 0, 4]
[4, 13, 12, 25, 11, 2, 2]
[4, 11, 9, 23, 9, 1, 2]
[4, 11, 9, 23, 9, 1, 2]
[4, 12, 7, 24, 5, 4, 0]
[4, 12, 7, 24, 5, 4, 0]
[7, 7, 10, 21, 10, 0, 2]
[7, 11, 6, 24, 7, 2, 0]
[6, 11, 10, 26, 9, 4, 2]
[8, 9, 10, 23, 10, 0, 2]
[8, 9, 10, 23, 10, 0, 2]
[5, 10, 7, 24, 8, 3, 0]
[8, 6, 11, 21, 11, 0, 4]
[5, 11, 7, 24, 10, 2, 0]
[9, 6, 10, 21, 8, 0, 4]
[9, 6, 10, 21, 8, 0, 4]
[11, 9, 11, 23, 12, 0, 3]
[3, 12, 6, 24, 7, 5, 0]
[9, 10, 10, 24, 11, 1, 2]
[4, 10, 6, 24, 6, 2, 0]
[6, 12, 9, 26, 8, 4, 3]
[6, 12, 9, 26, 8, 4, 3]
[9, 6, 11, 21, 10, 0, 3]
[3, 12, 6, 26, 7, 3, 0]
[10, 7, 12, 21, 11, 0, 4]
[7, 11, 10, 24, 10, 3, 3]
[7, 11, 10, 24, 10, 3, 3]
[5, 12, 8, 25, 8, 2, 0]
[9, 7, 11, 20, 10, 0, 1]
[5, 12, 7, 25, 7, 2, 0]
[5, 12, 7, 25, 7, 2, 0]
[10, 10, 10, 20, 11, 0, 5]
[2, 11, 6, 23, 6, 1, 0]
[5, 11, 8, 25, 8, 3, 1]
[8, 6, 11, 18, 11, 0, 4]
[6, 9, 6, 24, 6, 1, 0]
[6, 9, 6, 24, 6, 1, 0]
[8, 12, 9, 24, 9, 2, 2]
[8, 9, 10, 22, 11, 0, 2]
[1, 11, 5, 23, 8, 4, 0]
[1, 11, 5, 23, 8, 4, 0]
[6, 11, 7, 24, 9, 3, 1]
[9, 9, 10, 20, 11, 0, 3]
[6, 12, 12, 24, 11, 3, 3]
[5, 12, 7, 25, 7, 4, 0]
[6, 9, 9, 23, 10, 0, 3]
[6, 9, 9, 23, 10, 0, 3]
[8, 8, 11, 20, 12, 0, 5]
[5, 11, 8, 25, 7, 3, 0]
[8, 11, 10, 24, 8, 2, 2]
[9, 8, 11, 21, 11, 0, 3]
[9, 8, 11, 21, 11, 0, 3]
[6, 13, 7, 26, 8, 3, 1]
[9, 10, 10, 21, 11, 0, 3]
[10, 9, 12, 20, 12, 0, 3]
[5, 10, 8, 23, 6, 2, 0]
[5, 10, 8, 23, 6, 2, 0]
[6, 7, 10, 20, 10, 0, 3]
[8, 9, 11, 22, 10, 1, 2]
[6, 10, 5, 23, 6, 4, 0]
[7, 8, 9, 24, 12, 1, 4]
[7, 8, 9, 24, 12, 1, 4]
[4, 11, 8, 25, 8, 2, 0]
[7, 12, 10, 24, 10, 3, 3]
[7, 7, 10, 20, 11, 0, 3]
[5, 10, 7, 23, 5, 1, 0]
[5, 10, 7, 23, 5, 1, 0]
[8, 12, 10, 26, 10, 2, 2]
[9, 8, 10, 22, 11, 0, 3]
[6, 11, 8, 25, 8, 2, 0]
[8, 11, 10, 25, 12, 3, 2]
[8, 11, 10, 25, 12, 3, 2]
[8, 9, 10, 23, 10, 2, 2]
[5, 11, 7, 26, 7, 5, 0]
[9, 12, 9, 25, 10, 2, 4]
[8, 9, 10, 21, 11, 1, 2]
[8, 9, 10, 21, 11, 1, 2]
[4, 11, 7, 22, 7, 1, 0]
[8, 6, 11, 20, 11, 0, 4]
[8, 8, 11, 22, 11, 0, 4]
[6, 12, 7, 24, 8, 3, 3]
[6, 12, 7, 24, 8, 3, 3]
[8, 7, 11, 22, 10, 0, 4]
[4, 13, 8, 24, 9, 3, 2]
[8, 11, 9, 25, 8, 1, 0]
[8, 11, 9, 25, 8, 1, 0]
